delayDuration,storeShopperSizeW,storeShopperSizeH,storeShopperPosX,storeShopperPosY,shopperSizeW,shopperSizeH,shopperPosX,shopperPosY,storeShopperImage,shopperImage,storeImage,storeSizeW,storeSizeH,repeatTimes,delayMessage,closing
0,0.15,0.16,-0.09,-0.39,0.13,0.14,-0.65,-0.405,image/smallList.png,image/shoppingCart.png,image/truck.png,0.35,0.2,1,Just One Shot,0
